aun,school_num,location_id,school_name,school_name_label,street_address,zip_code,phone_number,grade_level,grade_org,enrollment,type,type_specific,objectid,Shape__Area,Shape__Length
,,,,OIC CADI,444 N 3RD ST,19123,(215) 567-2410,HIGH SCHOOL,9-12,163,1,CONTRACTED,343,13766.203125,536.172889939588
126515001,7811,6540,LANKENAU HIGH SCHOOL,LANKENAU HIGH SCHOOL,201 SPRING LN,19128,(215) 400-3420,HIGH SCHOOL,9-12,225,1,DISTRICT,344,117124.6953125,1405.77011002987
173515368,7985,3394,PAN AMERICAN ACADEMY CHARTER,PAN AMERICAN ACADEMY CHARTER SCHOOL,2830 N AMERICAN ST,19133,(215) 425-1212,ELEMENTARY/MIDDLE,K-8,767,2,CHARTER,345,9164.765625,467.127069257651
126515001,3725,6380,SHAWMONT SCHOOL,SHAWMONT SCHOOL,535 SHAWMONT AVE,19128,(215) 400-3440,ELEMENTARY/MIDDLE,K-8,457,1,DISTRICT,346,17605.36328125,580.77919141284
226510080,,,CRISTO REY PHILADELPHIA HIGH SCHOOL,CRISTO REY PHILADELPHIA HIGH SCHOOL,1717 W ALLEGHENY AVE,19132,(215) 219-3943,HIGH SCHOOL,9-12,,3,PRIVATE,347,40605.35546875,934.746586950614
126513020,7548,3314,WEST OAK LANE CHARTER SCHOOL,WEST OAK LANE CHARTER SCHOOL,7115 STENTON AVE,19138,(215) 927-7995,ELEMENTARY/MIDDLE,K-8,1007,2,CHARTER,348,29914.03125,746.205667115523
126515001,6530,1340,"LEA, HENRY C.",HENRY C. LEA SCHOOL,4700 LOCUST ST,19139,(215) 400-7660,ELEMENTARY/MIDDLE,K-8,463,1,DISTRICT,349,6380.1015625,326.434535270097
326517668,,,HYACINTH MONTESSORI,HYACINTH MONTESSORI,5050 BALTIMORE AVE,19143,(267) 209-0869,ELEMENTARY SCHOOL,K-6,,3,PRIVATE,350,660.15625,120.082528137654
126515001,3702,5410,"SHEPPARD, ISAAC A. SCHOOL",ISAAC A. SHEPPARD SCHOOL,120 W CAMBRIA ST,19133,(215) 400-7070,ELEMENTARY SCHOOL,K-4,107,1,DISTRICT,351,3813.640625,274.808010442385
126515001,3722,6340,"PENNELL, JOSEPH ELEMENTARY",JOSEPH PENNELL SCHOOL,1800 NEDRO AVE,19141,(215) 400-3680,ELEMENTARY SCHOOL,K-5,249,1,DISTRICT,352,14290.078125,507.053878405762
126515001,3808,2140,"MASTERMAN,JULIA R. HIGH SCHOOL",JULIA R. MASTERMAN SCHOOL,1699 SPRING GARDEN ST,19130,(215) 400-7580,MIDDLE/HIGH,5-12,1221,1,DISTRICT,353,5332.70703125,292.860824870223
126515001,3798,1370,MITCHELL ELEMENTARY SCHOOL,S. WEIR MITCHELL SCHOOL,5500 KINGSESSING AVE,19143,(215) 400-7880,ELEMENTARY/MIDDLE,K-8,271,1,DISTRICT,354,18586.5390625,566.142705613692
226517319,,,SOPHIA ACADEMY,SOPHIA ACADEMY,5900 N 5TH ST,19120,(267) 595-4723,HIGH SCHOOL,9-12,,3,PRIVATE,355,2440.40234375,229.69830443349
126515001,7855,5550,KENSINGTON HEALTH SCIENCES,KENSINGTON HEALTH SCIENCES ACADEMY,2463 EMERALD ST,19125,(215) 400-3600,HIGH SCHOOL,9-12,461,1,DISTRICT,356,6650.51171875,363.868472186801
126515001,3601,1230,"BRYANT, WILLIAM C. SCHOOL",WILLIAM C. BRYANT SCHOOL,6001 CEDAR AVE,19143,(215) 400-7910,ELEMENTARY/MIDDLE,K-8,332,1,DISTRICT,357,17606.27734375,573.048691464547
126515001,3655,5560,SPRING GARDEN SCHOOL,SPRING GARDEN SCHOOL,1146 MELON ST,19123,(215) 400-7610,ELEMENTARY/MIDDLE,K-8,247,1,DISTRICT,358,7470.51953125,411.524644511474
126512039,,3442,INDEPENDENCE CHARTER WEST,IMPACT CHARTER SCHOOL WEST,5600 CHESTER AVE,19143,(215) 724-5600,ELEMENTARY/MIDDLE,K-8,815,2,CHARTER,359,2565.30859375,288.626505744843
226519242,,,ST PIO REGIONAL CATHOLIC SCHOOL,ST PIO CATHOLIC REGIONAL SCHOOL,1826 POLLOCK ST,19145,(215) 467-5430,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,360,2417.078125,282.735643575978
226519382,,,ST THOMAS AQUINAS SCHOOL,ST THOMAS AQUINAS SCHOOL,1616 S 18TH ST,19145,(215) 334-0878,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,361,1655.53515625,192.990802686323
226519442,,,ST VERONICA SCHOOL,ST VERONICA SCHOOL,3501-25 N 6TH ST,19140,(215) 225-1575,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE,362,1023.32421875,140.144970569627
126515001,3832,1130,TILDEN MIDDLE SCHOOL,WILLIAM T. TILDEN SCHOOL,6601 ELMWOOD AVE,19142,(215) 400-8170,MIDDLE SCHOOL,5-8,230,1,DISTRICT,363,7046.109375,365.946293818939
226519752,,,VISITATION SCHOOL,VISITATION B.V.M. SCHOOL,300-40 E LEHIGH AVE,19125,(215) 634-7280,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,364,1949.84375,201.044201774591
226519902,,,WEST CATHOLIC PREPARATORY HIGH SCHOOL,WEST CATHOLIC HIGH SCHOOL,4501-17 CHESTNUT ST,19139,(215) 386-2244,HIGH SCHOOL,9-12,,3,ARCHDIOCESE,365,7239.27734375,562.639747199067
,,,LIGUORI ACADEMY-FORTIS,THE FORTIS PROGRAM,2343 E TUCKER ST ,19125,(267) 571-1952,HIGH SCHOOL,9-12,105,1,CONTRACTED,366,1854.58984375,188.782686708451
,,,,ONE BRIGHT RAY - FAIRHILL CAMPUS,2820 N 4TH ST,19133,(215) 423-1776,HIGH SCHOOL,9-12,200,1,CONTRACTED,367,1064.71875,131.588420992497
326510730,,,LIGUORI ACADEMY,LIGUORI ACADMY,2343 E TUCKER ST ,19125,(267) 571-1952,HIGH SCHOOL,9-12,,3,PRIVATE,368,1854.58984375,188.782686708451
126510014,7777,3366,MARITIME ACADEMY CHARTER,MARITIME ACADEMY CHARTER SCHOOL (MACS),2275 BRIDGE ST,19137,(215) 535-4555,ELEMENTARY/MIDDLE/HIGH,K-8,833,2,CHARTER,369,1584.55859375,214.583386123587
126515001,3726,6450,"DOBSON, JAMES SCHOOL",JAMES DOBSON SCHOOL,4667 UMBRIA ST,19127,(215) 400-3570,ELEMENTARY/MIDDLE,K-8,253,1,DISTRICT,370,6591.9765625,328.196891633848
126515001,3728,6400,WIDENER MEMORIAL SCHOOL,WIDENER MEMORIAL SCHOOL,1450 W OLNEY AVE,19141,(215) 400-3710,ELEMENTARY/MIDDLE/HIGH,K-12,138,1,DISTRICT,371,21581.2734375,1633.66711306837
326510179,,,YALE SCHOOL OF PHILADELPHIA,YALE SCHOOL OF PHILADELPHIA,135 RECTOR ST,19127,(215) 839-0525,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE,372,1406.20703125,170.773643951739
126515001,7233,7460,"ZIEGLER, WILLIAM H. SCHOOL",WILLIAM H. ZIEGLER SCHOOL,5935 SAUL ST,19149,(215) 400-3260,ELEMENTARY/MIDDLE,K-8,507,1,DISTRICT,373,5696.1796875,490.461659571534
226512152,,,HOLY CROSS SCHOOL,HOLY CROSS SCHOOL,148-54 E MOUNT AIRY AVE,19119,(215) 242-0414,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,374,1444.125,210.20597271054
226512252,,,HOLY INNOCENTS SCHOOL,HOLY INNOCENTS CATHOLIC SCHOOL,1312 E BRISTOL ST,19124,(215) 743-5909,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,375,1449.78125,167.320208057145
,,,,PENN TREATY HIGH SCHOOL,600 E THOMPSON ST,19125,(215) 400-3800,MIDDLE/HIGH,6-12,345,1,DISTRICT,376,9303.828125,400.904239755018
226512352,,,HOLY REDEEMER SCHOOL,HOLY REDEEMER CHINESE CATHOLIC SCHOOL,903-27 VINE ST,19107,(215) 922-0999,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE,377,1185.11328125,185.176520776157
226512702,,,IMMACULATE HEART OF MARY SCHOOL,IMMACULATE HEART OF MARY SCHOOL,815-23 CATHEDRAL RD,19128,(215) 482-2029,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,378,4548.703125,499.43560736962
126513734,8207,3416,MASTERY CHARTER @ GRATZ HIGH,MASTERY CHARTER SCHOOL AT GRATZ,1798 W HUNTING PARK AVE,19140,(215) 227-4408,MIDDLE/HIGH,7-12,1097,2,CHARTER,379,18727.78125,883.488284901088
126517643,,,MASTERY PREP ELEMENTARY CHARTER SCHOOL,MASTERY PREP ELEMENTARY CHARTER SCHOOL,1801 W PIKE ST,19140,(215) 866-0067,ELEMENTARY SCHOOL,K-3,602,2,CHARTER,380,7012.8828125,349.324369737406
226514052,,,MATERNITY BVM SCHOOL,MATERNITY BVM SCHOOL,9322 OLD BUSTLETON AVE,19115,(215) 673-0235,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,381,6541.046875,662.930547707798
,,,"MATHEMATICS, SCIENCE AND TECHNOLOGY COMMUNITY CHARTER SCHOOL II",MAST COMMUNITY CHARTER SCHOOL II (LAWNCREST CAMPUS),6238 RISING SUN AVE,19111,(215) 398-7960,ELEMENTARY SCHOOL,K-2,,2,CHARTER,382,3799.640625,300.425731135962
226514252,,,MOTHER DIVINE GRACE SCHOOL,MOTHER OF DIVINE GRACE SCHOOL,2612 E MONMOUTH ST,19134,(215) 426-7325,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,383,876.9375,124.581314502526
226518002,,,ST HUBERTS CATHOLIC HIGH SCHOOL,ST HUBERT CATHOLIC HIGH SCHOOL FOR GIRLS,7320 TORRESDALE AVE,19136,(215) 624-6840,HIGH SCHOOL,9-12,,3,ARCHDIOCESE,384,26272.55859375,848.57214530725
126515001,7522,5680,"MUNOZ-MARIN, HON LUIS SCHOOL",HONORABLE LUIS MUNOZ-MARIN SCHOOL,3300 N 3RD ST,19140,(215) 400-3920,ELEMENTARY/MIDDLE,K-8,482,1,DISTRICT,385,9316.3828125,781.848412520583
226514402,,,NAZARETH ACADEMY HIGH SCHOOL,NAZARETH ACADEMY HIGH SCHOOL,4001 GRANT AVE,19114,(215) 637-7676,HIGH SCHOOL,9-12,,3,PRIVATE,386,5975.8359375,608.136790629512
,,,,AD PRIMA CHARTER SCHOOL,8034 THOURON AVE,19150,(215) 488-7095,ELEMENTARY/MIDDLE,K-8,,2,CHARTER,387,5044.33984375,365.356200047538
,,,ZHANG SAH MARTIAL ARTS & LEARNING CENTER,ZHANG SAH MARTIAL ARTS & LEARNING CENTER,530 BAINBRIDGE ST,19147,(215) 923-6676,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,388,420.9140625,93.9730228194958
,,,KIPP PHILADELPHIA OCTAVIUS CATTO ELEMENTARY,KIPP OCTAVIUS CATTO ELEMENTARY,4601 MARKET ST,19139,(267) 417-3070,ELEMENTARY,K-4,476,2,CHARTER,389,91884.62109375,1850.48397757178
,,,MARITIME ACADEMY CHARTER SCHOOL (MACS),MARITIME ACADEMY CHARTER SCHOOL (MACS),2700 E HUNTINGDON ST,19125,(215) 427-3090,HIGH SCHOOL,9-12,,2,CHARTER,390,5637.265625,364.964376086733
,,,MASTERY CHARTER SCHOOL THOMAS CAMPUS,MASTERY CHARTER SCHOOL THOMAS CAMPUS,814 BIGLER ST,19148,(267) 296-7000,ELEMENTARY SCHOOL,K-6,,2,CHARTER,391,4297.64453125,439.685113876099
226510682,,,BLAIR CHRISTIAN ACADEMY & PRESCHOOL,BLAIR CHRISTIAN ACADEMY & PRESCHOOL,212-20 W UPSAL ST,19119,(215) 438-6557,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,392,14140.90234375,512.737321206214
126515001,7256,5200,"ADAIRE, ALEXANDER SCHOOL",ALEXANDER ADAIRE SCHOOL,1300 E PALMER ST,19125,(215) 400-7480,ELEMENTARY/MIDDLE,K-8,451,1,DISTRICT,393,11936.6484375,445.765099133762
126515001,8029,1200,"BARRY, JOHN ELEMENTARY SCHOOL",JOHN BARRY SCHOOL,5900 RACE ST,19139,(215) 400-7640,ELEMENTARY/MIDDLE,K-8,442,1,DISTRICT,394,6964.12890625,352.776045402134
126515001,,8780,PHILADELPHIA VIRTUAL ACADEMY,PHILADELPHIA VIRTUAL ACADEMY,440 N BROAD ST,19130,(215) 400-3110,ELEMENTARY/MIDDLE/HIGH,K-12,1174,1,DISTRICT,395,33046.55078125,742.739405228373
226516202,,,ST ANSELM ELEMENTARY SCHOOL,ST ANSELM ELEMENTARY SCHOOL,12650 DUNKS FERRY RD,19154,(215) 632-1133,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,396,1938.29296875,187.386552453857
126515001,5294,6470,"KELLY, JOHN B. SCHOOL",JOHN B. KELLY SCHOOL,5116 PULASKI AVE,19144,(215) 400-3580,ELEMENTARY SCHOOL,K-5,346,1,DISTRICT,397,33548.37109375,775.832912390268
126510011,7775,3372,DISCOVERY CHARTER SCHOOL,DISCOVERY CHARTER SCHOOL,4700 PARKSIDE AVE,19131,(215) 879-8182,ELEMENTARY/MIDDLE,K-8,641,2,CHARTER,398,25756.58984375,702.040231904078
126513070,7557,3308,BELMONT ACADEMY CHARTER SCHOOL,BELMONT ACADEMY CHARTER SCHOOL,907 N 41ST ST,19104,(215) 386-5768,ELEMENTARY SCHOOL,PREK-K,,2,CHARTER,399,6561.3125,413.182641624453
226514502,,,NORWOOD FONTBONNE ACADEMY,NORWOOD-FONTBONNE ACADEMY,8891 GERMANTOWN AVE,19118,(215) 247-3811,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,400,41474.234375,980.120835239839
126515001,4963,7290,"STEARNE, ALLEN M. SCHOOL",ALLEN M. STEARNE SCHOOL,1655 UNITY ST,19124,(215) 400-3980,ELEMENTARY/MIDDLE,K-8,370,1,DISTRICT,401,12140.58203125,446.338603257104
,,,PHILADELPHIA CONTINUATION ACADEMY,PHILADELPHIA CONTINUATION ACADEMY,100 W DUNCANNON AVE,19120,,HIGH SCHOOL,9-12,46,1,CONTRACTED,402,44830.48828125,860.807253818331
126511624,3445,,MAST III CHARTER SCHOOL,MAST III CHARTER SCHOOL,1 CROWN WAY,19154,(267) 348-1100,ELEMENTARY SCHOOL,K-11,1328,2,CHARTER,403,282432.3671875,2450.33780241866
126515001,7852,5520,KENSINGTON CAPA,KENSINGTON HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS,1901 N FRONT ST,19122,(215) 400-7400,HIGH SCHOOL,9-12,504,1,DISTRICT,404,49665.51953125,1268.20988717411
126515001,7905,2670,CONSTITUTION HIGH SCHOOL,CONSTITUTION HIGH SCHOOL,18 S 7TH ST,19106,(215) 400-7850,HIGH SCHOOL,9-12,410,1,DISTRICT,405,2653.296875,211.746807181467
126510009,7737,3358,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,1709 BENJAMIN FRANKLIN PKWY,19103,(267) 514-1823,HIGH SCHOOL,9-12,627,2,CHARTER,406,1317.546875,164.08500439964
300511820,,,BEGINNINGS LEARNING CENTER,BEGINNINGS LEARNING CENTER,620 S 10TH ST,19147,(215) 627-3668,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,407,309.57421875,95.7557161515327
126515001,3662,4220,"BLAINE, JAMES G. SCHOOL",JAMES G. BLAINE SCHOOL,3001 W BERKS ST,19121,(215) 400-7330,ELEMENTARY/MIDDLE,K-8,299,1,DISTRICT,408,18632.609375,601.352231081128
126515001,3769,8300,MAYFAIR SCHOOL,MAYFAIR SCHOOL,3001 PRINCETON AVE,19149,(215) 400-3280,ELEMENTARY/MIDDLE,K-8,1746,1,DISTRICT,409,78229.32421875,1225.02200170995
326513292,,,REVOLUTION SCHOOL,REVOLUTION SCHOOL,230 S BROAD ST,19102,(215) 631-3697,HIGH SCHOOL,9-12,,3,PRIVATE,410,1773.9921875,214.872818149918
226515602,,,ROMAN CATHOLIC HIGH SCHOOL,ROMAN CATHOLIC HIGH SCHOOL,301 N BROAD ST,19107,(215) 627-1270,HIGH SCHOOL,9-12,,3,ARCHDIOCESE,411,4314.71484375,265.993834043563
226511622,,,FRANKFORD FRIENDS SCHOOL,FRANKFORD FRIENDS SCHOOL,1500 ORTHODOX ST,19124,(215) 533-5368,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,412,3356.79296875,242.782454870631
,,3322,PHILADELPHIA ACADEMY CHARTER SCHOOL (ANNEX),PHILADELPHIA ACADEMY CHARTER SCHOOL,1700 TOMLINSON RD,19116,(215) 673-3990,HIGH SCHOOL,9-12,,2,CHARTER,413,33499.375,752.016549964644
126515001,3744,7330,"LAWTON, HENRY W. SCHOOL",HENRY W. LAWTON SCHOOL,6101 JACKSON ST,19135,(215) 400-3340,ELEMENTARY SCHOOL,K-5,513,1,DISTRICT,414,14273.9609375,497.912313670906
300514330,,,POLITZ HEBREW ACADEMY,POLITZ HEBREW ACADEMY,9229 OLD BUSTLETON AVE,19115,(215) 969-5960,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE,415,23194.8046875,609.76395338714
126518118,3731,3427,MASTERY CHARTER @ WISTER,MASTERY CHARTER SCHOOL AT WISTER,67 E BRINGHURST ST,19144,(215) 951-4003,ELEMENTARY SCHOOL,K-5,505,2,CHARTER,416,24405.03515625,737.85297067565
126515001,3860,1020,WEST PHILADELPHIA HIGH SCHOOL,WEST PHILADELPHIA HIGH SCHOOL,4901 CHESTNUT ST,19139,(215) 400-7900,HIGH SCHOOL,9-12,729,1,DISTRICT,417,31639.375,771.058471691504
126514864,,3353,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS COLLEGIATE ACADEMY,5070 PARKSIDE AVE,19131,(215) 307-3465,HIGH SCHOOL,9-12,504,2,CHARTER,418,26202.359375,859.562225465769
226514852,,,OUR LADY OF CALVARY SCHOOL,OUR LADY OF CALVARY SCHOOL,11023 KIPLING LN,19154,(215) 637-1648,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,419,2929.09765625,344.004521655331
226514552,,,OUR LADY OF PORT RICHMOND SCHOOL,OUR LADY OF PORT RICHMOND SCHOOL,3233 E THOMPSON ST,19134,(215) 739-1920,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,420,4114.0859375,364.740867553092
226515302,,,OUR MOTHER OF CONSOLATION,OUR MOTHER OF CONSOLATION SCHOOL,7-29 E CHESTNUT HILL AVE,19118,(215) 995-3042,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,421,1380.3984375,166.278778676466
126515001,7706,1280,PENN ALEXANDER SCHOOL,SADIE ALEXANDER SCHOOL,4209 SPRUCE ST,19104,(215) 400-7760,ELEMENTARY/MIDDLE,K-8,601,1,DISTRICT,422,5135.78125,370.415970403908
226518092,,,ST JEROME SCHOOL,ST JEROME SCHOOL,3031 STAMFORD ST,19136,(215) 624-0637,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,423,4161.05078125,417.777330116594
226516302,,,ST ATHANASIUS IMMACULATE CONCEPTION SCHOOL,ST ATHANASIUS IMMACULATE CONCEPTION SCHOOL,7105 LIMEKILN PIKE,19138,(215) 424-5045,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,424,2019.75390625,263.878129815264
,,8540,PENNYPACK HOUSE SCHOOL,PENNYPACK HOUSE SCHOOL,7901 STATE RD,19136,(215) 685-7752,HIGH SCHOOL,9-12,75,1,DISTRICT,425,62396.39453125,2915.36513105337
226515552,,,RESURRECTION REGIONAL CATHOLIC SCHOOL,RESURRECTION REGIONAL CATHOLIC SCHOOL,2020 SHELMIRE AVE.,19152,(215) 742-1127,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,426,3352.921875,340.177532707251
226510502,,,SAINT LUCY SCHOOL FOR THE VISUALLY IMPAIRED,SAINT LUCY SCHOOL FOR THE VISUALLY IMPAIRED,3031 STAMFORD ST,19136,(215) 333-2496,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE,427,4161.05078125,417.777330116594
226518332,,,ST KATHERINE SIENA SCHOOL,ST KATHERINE OF SIENA SCHOOL,9720-88 FRANKFORD AVE,19114,(215) 637-2181,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,428,5277.046875,461.428853810092
226516452,,,ST BARNABAS CATHOLIC SCHOOL,ST BARNABAS CATHOLIC SCHOOL,6334 BUIST AVE,19142,(215) 729-3603,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,429,1490.2578125,176.594603434361
,,,,AVERY D. HARRINGTON SCHOOL,5300 BALTIMORE AVE,19143,(215) 400-7920,ELEMENTARY/MIDDLE,K-8,259,1,DISTRICT,430,11151.984375,433.895738082599
226517052,,,ST CECILIA SCHOOL,ST CECILIA SCHOOL,535 RHAWN ST,19111,(215) 725-8588,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,431,6098.02734375,584.005574828527
226517152,,,ST CHRISTOPHER SCHOOL,ST CHRISTOPHER SCHOOL,13305 PROCTOR RD,19116,(215) 673-5787,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,432,9295.02734375,917.407139596837
226517302,,,ST DOMINIC SCHOOL,ST DOMINIC SCHOOL,8510 FRANKFORD AVE,19136,(215) 333-6703,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,433,5169.15625,459.555521217893
226517552,,,ST FRANCIS DESALES SCHOOL,ST FRANCIS DESALES SCHOOL,917 S 47TH ST,19143,(215) 387-1749,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,434,2239.91015625,244.685914746512
226517752,,,ST GEORGE SCHOOL,ST GEORGE SCHOOL,2700 E VENANGO ST,19134,(215) 634-8803,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,435,2298.359375,358.694767429758
226518752,,,ST MARTIN OF TOURS SCHOOL,ST MARTIN OF TOURS SCHOOL,5400 E ROOSEVELT BLV,19124,(215) 744-0444,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE,436,3029.515625,396.345979229009
,,,YESHIVA KETANA OF PHILADELPHIA,YESHIVA KETANA OF PHILADELPHIA,5900 DREXEL RD,19131,(610) 756-8367,ELEMENTARY SCHOOL,K-4,,3,PRIVATE,437,9760.62109375,434.048884689977
,,,BELMONT ELEMENTARY CHARTER,BELMONT CHARTER SCHOOL,4030 BROWN ST,19104,(215) 823-8208,ELEMENTARY/MIDDLE/HIGH,K-12,928,2,CHARTER,438,21289.87109375,582.172759657816
,,,DEEP ROOTS CHARTER SCHOOL,DEEP ROOTS CHARTER SCHOOL,3556 FRANKFORD AVE,19134,(267) 399-3727,ELEMENTARY SCHOOL,K-5,343,2,CHARTER,439,2540.6484375,221.101891803438
0,,,ST MATTHEW SCHOOL,ST MATTHEW SCHOOL,3040 COTTMAN AVE,19149,(215) 333-3142,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,440,8223,911.947354523838
,,,ST MONICA SCHOOL (JUNIOR SCHOOL),ST MONICA JUNIOR SCHOOL,1720 RITNER ST,19145,(215) 334-3777,ELEMENTARY SCHOOL,K-4,,3,ARCHDIOCESE,441,2282.5546875,241.374241337246
226519142,,,ST PETER THE APOSTLE SCHOOL,ST PETER THE APOSTLE SCHOOL,1009 N 5TH ST,19123,(215) 922-5958,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE,442,1430.3828125,165.050539914738
,,,NEW FOUNDATIONS CHARTER SCHOOL,NEW FOUNDATIONS CHARTER SCHOOL,4850 RHAWN ST,19136,(215) 344-6410,HIGH SCHOOL,9-12,,2,CHARTER,443,7015.015625,469.090889265574
126513452,8205,3414,OLNEY HIGH SCHOOL,OLNEY HIGH SCHOOL CONTINUATION ACADEMY,100 W DUNCANNON AVE,19120,(215) 400-9140,HIGH SCHOOL,9-12,17,1,CONTRACTED,444,45069.03515625,860.835428866219
,,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,ONE BRIGHT RAY - SIMPSON EVENING,1142 E ERIE AVE,19124,(215) 744-6000,HIGH SCHOOL,9-12,131,1,CONTRACTED,445,6152.1484375,395.611377422903
133513315,8149,3406,JOHN B STETSON MIDDLE SCHOOL,JOHN B STETSON MIDDLE SCHOOL CONTINUATION ACADEMY,3200 B ST,19134,(215) 400-9150,,5-8,13,1,CONTRACTED,446,11147.5859375,511.44484046529
,,,,WISSAHICKON CHARTER SCHOOL,815 E WASHINGTON LN,19138,(267) 774-4370,ELEMENTARY/MIDDLE,K-8,,2,CHARTER,447,25616.24609375,702.274481908835
,,,,MILL CREEK SCHOOL,4601 MARKET ST,19139,(215) 471-4900,MIDDLE/HIGH,7-12,,3,PRIVATE,448,8369.7265625,510.023073711763
,3766,8270,"(TEMPORARY) HOLME, THOMAS SCHOOL",(TEMPORARY) THOMAS HOLME SCHOOL,3001 RYAN AVE,19152,(215) 400-3130,ELEMENTARY/MIDDLE,K-8,801,1,DISTRICT,449,88974.62109375,1262.22357627869
,,,,EL CENTRO DE ESTUDIANTES (BIG PICTURE),3360 FRANKFORD AVE,19134,(267) 687-1172,HIGH SCHOOL,9-12,146,1,CONTRACTED,450,2377.015625,278.818681053279
,,,,ESPERANZA ACADEMY CHARTER SCHOOL,301 W HUNTING PARK AVE,19140,(215) 457-3667,HIGH SCHOOL,9-12,2246,2,CHARTER,451,10938.78515625,579.99937490565
,,,EXCEL ACADEMY CENTRAL,EXCEL ACADEMY CENTRAL,201 E OLNEY AVE,19120,(215) 346-8970,HIGH SCHOOL,9-12,199,1,CONTRACTED,452,13668.359375,931.255565864745
126515001,,3210,FRANKLIN HIGH SCHOOL EOP,BEN FRANKLIN HIGH SCHOOL EOP,550 N BROAD ST,19130,(215) 400-7600,HIGH SCHOOL,9-12,211,1,DISTRICT,453,11938.203125,465.364958760512
,,,RE-ENGAGEMENT CENTER,RE-ENGAGEMENT CENTER,440 N BROAD ST,19130,(215) 400-6700,HIGH SCHOOL,9-12,1,1,DISTRICT,454,33046.55078125,742.739405228373
,,,STUDENT TRANSITION CENTER,STUDENT TRANSITION CENTER,440 N BROAD ST,19130,,ELEMENTARY/MIDDLE/HIGH,1-12,,1,DISTRICT,455,33046.55078125,742.739405228373
,,,UNIVERSAL VARE CHARTER SCHOOL,UNIVERSAL CHARTER SCHOOL AT VARE ,1901 S 23RD ST,19145,(215) 952-8611,MIDDLE SCHOOL,5-8,70,2,CHARTER,456,4095.13671875,266.086875507416
,,,YOUTHBUILD PHILADELPHIA CHARTER,YOUTHBUILD PHILADELPHIA CHARTER SCHOOL,2309 N BROAD ST,19132,(215) 627-8671,HIGH SCHOOL,12,286,2,CHARTER,457,1515.11328125,170.348324502696
,,,KIPP PHILADELPHIA ELEMENTARY ACADEMY,KIPP PHILADELPHIA ELEMENTARY ACADEMY,2409 W WESTMORELAND ST,19129,(267) 687-7283,ELEMENTARY SCHOOL,K-4,,2,CHARTER,458,11088.765625,544.804341974587
,,,KIPP PHILADELPHIA PREPARATORY ACADEMY,KIPP PHILADELPHIA PREPARATORY ACADEMY,2600 W CLEARFIELD ST,19132,(215) 227-1728,MIDDLE SCHOOL,5-8,845,2,CHARTER,459,11182.15234375,446.174512122277
